impl,n,p,k,d,n_tr,n_te,t_total,t_comp,t_comm,acc,flops,gflops_total,gflops_comp
mpi,1797,8,7,64,1348,449,0.004040010399999999,0.0029665553,0.00206063,0.9844097995545658,116208384.0,28.764377438236302,39.17283591511002
mpi,3594,8,7,64,2696,898,0.012566428600000002,0.0096181805,0.006545203399999998,0.9866369710467706,464833536.0,36.990106799317665,48.32863513010595
mpi,7188,8,7,64,5391,1797,0.0367483741,0.030624117399999994,0.010076468899999993,0.9922092376182526,1860024384.0,50.61514773248158,60.737240512276784
mpi,14376,8,7,64,10782,3594,0.1700773143,0.15941639479999997,0.04139139579999993,1.0,7440097536.0,43.74538466003987,46.67084301670584
mpi,28752,8,7,64,21564,7188,0.7212138850999998,0.7011408743999998,0.19266324469999993,1.0,29760390144.0,41.2643055809631,42.445664246100904
