impl,n,p,k,d,n_tr,n_te,t_total,t_comp,t_comm,acc,flops,gflops_total,gflops_comp
mpi,4000,1,7,64,2000,2000,0.059483975099999996,0.0575403923,0.0019435828000000043,0.9925,768000000.0,12.911040304702166,13.34714570585227
mpi,6000,2,7,64,4000,2000,0.07347261919999998,0.0688909248,0.005837132399999981,0.9925,1536000000.0,20.90574715757514,22.29611526422708
mpi,10000,4,7,64,8000,2000,0.07701683880000001,0.06957920159999996,0.01115321459999997,1.0,3072000000.0,39.887381095677995,44.15112460847785
mpi,18000,8,7,64,16000,2000,0.1106677087,0.09816711020000002,0.025979349099999972,1.0,6144000000.0,55.517549537916835,62.587153553594156
mpi,34000,16,7,64,32000,2000,0.21587982180000004,0.18898604479999992,0.06970133840000003,1.0,12288000000.0,56.92055838078331,65.02067394978364
mpi,66000,32,7,64,64000,2000,0.47351048819999997,0.42989503939999985,0.13865902760000004,1.0,24576000000.0,51.90170146689478,57.16744262576389
